age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level,work_sleep_ratio,screen_time_intensity,commit_bug_ratio,work_category
28.0,14.0,9.69,6.01,0.0,9.0,2.0,4.0,13.01,0.11,46.28,1,1.5859247135842882,1.3289070480081717,0.21978021978021978,1
30.0,8.0,7.83,8.94,5.0,2.0,5.0,4.0,12.31,0.5,28.66,0,0.8661504424778762,1.5523329129886507,2.380952380952381,0
34.0,14.0,7.26,7.0,6.0,11.0,22.0,6.0,10.45,0.35,60.17,1,1.0225352112676056,1.4198369565217392,1.981981981981982,1
43.0,2.0,8.99,6.57,6.0,7.0,25.0,1.0,8.12,1.85,19.77,0,1.3478260869565217,0.8932893289328933,3.5211267605633805,1
25.0,10.0,9.35,4.89,2.0,15.0,2.0,1.0,13.64,1.7,55.56,1,1.8737474949899802,1.4433862433862437,0.13245033112582782,1
42.0,12.0,13.19,6.83,2.0,0.0,20.0,5.0,17.32,0.64,58.24,1,1.9033189033189033,1.3032355154251318,200.0,1
22.0,10.0,10.86,6.2,0.0,16.0,12.0,9.0,15.75,1.67,86.14,2,1.7238095238095237,1.437043795620438,0.7453416149068323,1
36.0,19.0,11.44,4.64,7.0,5.0,11.0,2.0,12.81,0.42,65.38,1,2.4135021097046416,1.1100519930675912,2.1568627450980395,2
24.0,0.0,12.34,6.32,7.0,0.0,7.0,7.0,15.7,0.4,61.54,1,1.9221183800623054,1.2620578778135048,70.0,1
31.0,16.0,7.52,4.82,1.0,14.0,1.0,2.0,10.49,1.54,38.75,1,1.5284552845528454,1.3766404199475066,0.07092198581560284,1
37.0,12.0,4.63,7.65,2.0,12.0,6.0,9.0,8.31,0.65,46.93,1,0.5974193548387097,1.7568710359408037,0.49586776859504134,0
33.0,0.0,10.23,8.87,0.0,5.0,28.0,3.0,15.15,0.13,41.27,1,1.1404682274247493,1.4666021297192644,5.490196078431373,1
40.0,9.0,5.89,6.35,0.0,12.0,16.0,6.0,9.02,1.44,40.36,1,0.9131782945736434,1.5058430717863107,1.322314049586777,0
43.0,14.0,9.69,7.16,4.0,3.0,6.0,0.0,13.43,1.98,20.04,0,1.3347107438016528,1.3718079673135855,1.9354838709677418,1
30.0,6.0,11.4,6.15,5.0,0.0,0.0,0.0,13.79,1.13,31.05,0,1.824,1.1991304347826086,0.0,1
28.0,17.0,11.84,4.69,4.0,9.0,3.0,8.0,14.04,1.02,95.86,2,2.471816283924843,1.1758793969849246,0.32967032967032966,2
21.0,15.0,7.02,8.85,5.0,3.0,14.0,5.0,9.36,0.75,14.67,0,0.7843575418994414,1.3146067415730338,4.516129032258064,0
31.0,10.0,9.12,4.65,1.0,12.0,3.0,4.0,10.27,1.3,53.75,1,1.92,1.1138828633405642,0.24793388429752067,1
22.0,17.0,10.21,4.56,1.0,3.0,11.0,1.0,12.35,1.4,51.21,1,2.1909871244635197,1.197866149369544,3.5483870967741935,2
22.0,6.0,12.19,6.3,1.0,15.0,15.0,1.0,13.88,1.77,73.59,2,1.9046875,1.1293734743694062,0.9933774834437087,1
20.0,16.0,11.61,7.29,0.0,8.0,20.0,6.0,14.44,1.82,55.79,1,1.5710419485791611,1.233134073441503,2.469135802469136,1
27.0,17.0,13.88,5.77,0.0,3.0,17.0,5.0,16.72,1.72,53.86,1,2.3645655877342424,1.1959942775393417,5.483870967741935,2
41.0,11.0,4.08,4.96,7.0,19.0,13.0,7.0,8.14,1.3,64.53,1,0.8063241106719369,1.9473684210526319,0.6806282722513088,0
27.0,7.0,8.37,8.09,4.0,7.0,13.0,2.0,11.38,0.9,33.85,0,1.021978021978022,1.3435655253837075,1.8309859154929577,1
30.0,1.0,6.56,5.82,2.0,3.0,27.0,2.0,9.41,1.36,39.8,1,1.1081081081081081,1.412912912912913,8.709677419354838,1
28.0,6.0,5.2,4.97,6.0,8.0,10.0,4.0,7.13,1.33,49.71,1,1.0256410256410258,1.3452830188679246,1.234567901234568,1
24.0,3.0,13.12,5.83,5.0,10.0,27.0,9.0,17.53,0.44,100.0,2,2.2124789207419897,1.3260211800302575,2.6732673267326734,2
33.0,17.0,13.98,5.07,5.0,4.0,15.0,3.0,15.34,1.02,69.97,1,2.7040618955512574,1.0894886363636362,3.658536585365854,2
22.0,5.0,5.81,6.6,1.0,8.0,14.0,7.0,10.74,0.42,34.59,0,0.8671641791044776,1.8172588832487313,1.7283950617283952,0
40.0,8.0,4.38,7.34,7.0,7.0,21.0,5.0,7.28,1.8,24.57,0,0.5887096774193549,1.6250000000000002,2.9577464788732395,0
24.0,8.0,6.75,8.0,5.0,3.0,5.0,7.0,8.49,0.65,45.46,1,0.8333333333333334,1.2394160583941607,1.6129032258064515,0
24.0,13.0,12.35,5.14,3.0,19.0,29.0,6.0,14.77,1.61,100.0,2,2.356870229007634,1.1863453815261045,1.5183246073298429,2
38.0,7.0,6.94,4.83,1.0,0.0,23.0,1.0,8.0,0.75,8.1,0,1.4077079107505073,1.1363636363636365,230.0,1
33.0,18.0,4.57,4.1,6.0,19.0,12.0,8.0,6.24,1.53,49.83,1,1.0880952380952384,1.3361884368308352,0.6282722513089005,1
23.0,2.0,4.52,5.14,5.0,12.0,25.0,5.0,6.86,0.44,46.33,1,0.8625954198473282,1.484848484848485,2.066115702479339,0
44.0,17.0,8.27,4.12,4.0,4.0,27.0,5.0,11.49,1.53,58.83,1,1.9597156398104265,1.3727598566308246,6.585365853658537,1
32.0,4.0,13.32,5.73,5.0,19.0,16.0,1.0,14.84,0.36,87.17,2,2.2847341337907374,1.105812220566319,0.8376963350785339,2
29.0,13.0,6.86,4.73,0.0,9.0,3.0,8.0,12.02,0.98,57.01,1,1.4202898550724639,1.7270114942528736,0.32967032967032966,1
44.0,3.0,8.27,6.9,4.0,15.0,11.0,0.0,12.65,0.23,53.795,1,1.1814285714285713,1.5113500597371567,0.728476821192053,1
37.0,6.0,5.02,5.92,4.0,7.0,17.0,5.0,8.31,1.06,30.18,0,0.8338870431893688,1.6230468750000004,2.3943661971830985,0
27.0,19.0,8.94,4.47,4.0,11.0,26.0,7.0,11.13,1.64,61.73,1,1.9562363238512037,1.231194690265487,2.3423423423423424,1
27.0,11.0,10.97,6.0,3.0,2.0,7.0,1.0,12.46,1.51,34.77,0,1.7983606557377052,1.1255645889792232,3.333333333333333,1
26.0,1.0,6.71,5.05,3.0,3.0,11.0,2.0,7.77,0.1,32.88,0,1.3029126213592235,1.1409691629955947,3.5483870967741935,1
27.0,10.0,6.97,7.4,5.0,16.0,3.0,9.0,10.9,0.98,76.26,2,0.9293333333333333,1.541725601131542,0.18633540372670807,0
33.0,13.0,12.42,5.82,4.0,19.0,29.0,9.0,15.93,1.7,93.13,2,2.097972972972973,1.2723642172523961,1.5183246073298429,2
38.0,15.0,4.1,4.74,7.0,12.0,7.0,6.0,7.01,1.3,39.68,1,0.8471074380165289,1.6690476190476193,0.578512396694215,0
25.0,19.0,10.36,5.75,5.0,5.0,28.0,0.0,11.77,0.12,32.99,0,1.7709401709401709,1.1252390057361377,5.490196078431373,1
20.0,5.0,7.94,6.46,5.0,2.0,1.0,4.0,9.77,0.65,52.79,1,1.2103658536585367,1.2151741293532337,0.47619047619047616,1
42.0,3.0,6.98,7.98,7.0,13.0,28.0,5.0,11.24,1.11,44.28,1,0.8638613861386139,1.5875706214689265,2.1374045801526718,0
34.0,14.0,10.58,8.92,7.0,6.0,29.0,9.0,13.5,0.35,73.63,2,1.172949002217295,1.2640449438202248,4.754098360655738,1
20.0,0.0,12.35,4.13,5.0,2.0,3.0,6.0,17.2,1.36,54.51,1,2.9196217494089836,1.3815261044176708,1.4285714285714286,2
44.0,6.0,8.99,7.45,7.0,5.0,11.0,9.0,14.58,1.27,78.45,2,1.190728476821192,1.603960396039604,2.1568627450980395,1
36.0,11.0,4.31,5.32,6.0,12.0,24.0,9.0,8.51,0.4,89.11,2,0.7952029520295202,1.9297052154195014,1.9834710743801653,0
20.0,9.0,8.61,4.33,0.0,13.0,20.0,6.0,10.64,1.1,67.52,1,1.9435665914221218,1.2215843857634905,1.5267175572519085,1
34.0,4.0,8.63,4.07,4.0,14.0,21.0,2.0,10.55,1.62,57.88,1,2.0695443645083933,1.2084765177548682,1.4893617021276595,2
42.0,11.0,9.44,8.41,2.0,15.0,9.0,6.0,11.45,0.75,76.2,2,1.109283196239718,1.20020964360587,0.5960264900662252,1
21.0,17.0,10.71,5.77,6.0,0.0,14.0,0.0,15.66,0.49,35.06,1,1.8245315161839868,1.4486586493987048,140.0,1
33.0,9.0,4.19,8.97,1.0,14.0,14.0,3.0,6.53,1.4,17.57,0,0.46196251378169795,1.5221445221445222,0.9929078014184397,0
40.0,5.0,9.02,6.21,1.0,6.0,8.0,6.0,12.85,0.14,23.9,0,1.4294770206022187,1.4089912280701755,1.3114754098360657,1
27.0,11.0,9.88,4.94,4.0,8.0,8.0,6.0,14.72,1.67,62.52,1,1.9603174603174605,1.4749498997995991,0.9876543209876544,1
27.0,6.0,7.43,7.89,1.0,14.0,6.0,3.0,11.71,1.89,46.71,1,0.9299123904881101,1.555112881806109,0.425531914893617,0
38.0,17.0,10.68,8.63,4.0,13.0,26.0,0.0,14.07,1.93,38.63,1,1.2233676975945016,1.3051948051948052,1.984732824427481,1
26.0,1.0,6.28,8.08,1.0,18.0,1.0,7.0,7.96,0.87,49.29,1,0.7677261613691932,1.2476489028213167,0.055248618784530384,0
38.0,9.0,7.17,7.73,5.0,17.0,6.0,3.0,8.87,1.25,47.32,1,0.9157088122605364,1.220082530949106,0.3508771929824561,0
25.0,14.0,13.63,5.67,0.0,8.0,8.0,1.0,16.6,1.71,75.55,2,2.3622183708838826,1.2090313182811363,0.9876543209876544,2
25.0,11.0,7.48,4.32,6.0,0.0,17.0,3.0,12.29,0.45,41.14,1,1.6923076923076925,1.621372031662269,170.0,1
22.0,16.0,7.47,5.01,6.0,11.0,22.0,7.0,12.09,0.06,72.4,1,1.4618395303326812,1.5970937912813739,1.981981981981982,1
26.0,3.0,9.96,6.23,1.0,9.0,11.0,7.0,11.62,0.77,57.98,1,1.5734597156398105,1.15506958250497,1.208791208791209,1
38.0,6.0,13.71,8.78,6.0,6.0,6.0,4.0,15.86,1.77,70.86,2,1.543918918918919,1.1484431571325127,0.9836065573770493,1
27.0,8.0,13.83,7.61,1.0,13.0,18.0,1.0,17.19,1.01,56.6,1,1.793774319066148,1.23402727925341,1.3740458015267176,1
29.0,18.0,9.8,8.14,7.0,0.0,21.0,6.0,12.71,1.06,55.72,1,1.1893203883495147,1.2838383838383838,210.0,1
39.0,6.0,4.01,5.39,7.0,14.0,23.0,2.0,5.49,1.02,38.42,1,0.7304189435336976,1.3357664233576645,1.6312056737588654,0
34.0,1.0,13.01,7.42,7.0,0.0,15.0,5.0,15.49,1.15,70.33,2,1.7300531914893618,1.181540808543097,150.0,1
34.0,5.0,9.7,8.31,2.0,12.0,25.0,8.0,14.52,0.11,63.02,1,1.1533888228299642,1.4816326530612247,2.066115702479339,1
20.0,17.0,7.66,6.46,6.0,19.0,7.0,4.0,12.47,1.12,77.28,2,1.1676829268292683,1.606958762886598,0.36649214659685864,1
39.0,5.0,12.29,6.15,0.0,1.0,29.0,8.0,15.53,1.3,61.75,1,1.9664,1.2534301856335754,26.36363636363636,1
26.0,12.0,8.0,7.6,6.0,2.0,18.0,3.0,11.54,1.28,27.6,0,1.038961038961039,1.4246913580246914,8.571428571428571,1
23.0,18.0,4.34,6.8,5.0,3.0,5.0,8.0,6.23,1.46,40.89,1,0.6289855072463768,1.4031531531531534,1.6129032258064515,0
25.0,1.0,12.21,8.97,0.0,15.0,1.0,0.0,16.18,1.04,62.93,1,1.3461962513781698,1.314378554021121,0.06622516556291391,1
44.0,11.0,9.46,6.13,6.0,11.0,29.0,3.0,10.67,1.8,50.33,1,1.518459069020867,1.1161087866108785,2.6126126126126126,1
20.0,14.0,7.38,4.88,0.0,3.0,1.0,0.0,9.26,0.93,11.56,0,1.4819277108433737,1.2379679144385027,0.3225806451612903,1
24.0,10.0,6.51,6.36,6.0,11.0,28.0,8.0,7.53,1.04,57.49,1,1.0077399380804952,1.1391830559757943,2.5225225225225225,1
42.0,5.0,9.94,5.18,1.0,6.0,7.0,7.0,12.48,1.56,53.2,1,1.8825757575757578,1.2430278884462154,1.1475409836065575,1
20.0,17.0,6.08,6.81,3.0,19.0,26.0,7.0,10.48,1.67,70.2,2,0.8798842257597685,1.6957928802588997,1.3612565445026177,0
23.0,4.0,7.24,4.63,7.0,2.0,9.0,6.0,12.17,1.3,50.77,1,1.5306553911205076,1.6580381471389647,4.285714285714286,1
41.0,17.0,10.37,8.75,1.0,4.0,20.0,8.0,14.04,0.25,40.61,1,1.1717514124293784,1.340974212034384,4.878048780487806,1
21.0,2.0,12.82,8.3,4.0,11.0,20.0,2.0,16.8,0.66,55.07,1,1.526190476190476,1.30030959752322,1.8018018018018018,1
29.0,2.0,9.33,4.78,7.0,11.0,14.0,6.0,11.38,0.04,82.46,2,1.9118852459016393,1.2067868504772006,1.2612612612612613,1
24.0,9.0,11.59,4.86,6.0,19.0,19.0,5.0,14.67,0.59,100.0,2,2.336693548387097,1.2549187339606502,0.9947643979057591,2
29.0,18.0,11.63,6.56,2.0,6.0,26.0,4.0,15.58,1.14,69.86,1,1.7462462462462465,1.328218243819267,4.262295081967213,1
20.0,2.0,10.64,7.86,0.0,11.0,25.0,8.0,13.63,1.61,61.43,1,1.3366834170854272,1.2690875232774674,2.2522522522522523,1
32.0,11.0,6.46,5.1,4.0,1.0,19.0,3.0,7.81,1.17,23.81,0,1.2423076923076926,1.190548780487805,17.27272727272727,1
25.0,15.0,12.67,4.3,5.0,13.0,23.0,2.0,16.63,0.08,85.51,2,2.879545454545455,1.302270947533281,1.7557251908396947,2
32.0,16.0,8.36,6.73,7.0,15.0,2.0,2.0,10.24,0.52,54.99,1,1.2240117130307466,1.2104018912529553,0.13245033112582782,1
34.0,6.0,4.44,7.46,4.0,6.0,26.0,1.0,5.83,1.16,8.78,0,0.5873015873015874,1.2841409691629957,4.262295081967213,0
23.0,12.0,6.45,5.22,7.0,3.0,15.0,0.0,9.36,1.42,53.795,0,1.2124060150375942,1.4290076335877862,4.838709677419355,1
32.0,1.0,11.66,7.7,3.0,19.0,2.0,2.0,12.02,1.73,64.76,1,1.494871794871795,1.022108843537415,0.10471204188481674,1
43.0,3.0,4.69,8.75,6.0,4.0,7.0,7.0,8.21,1.94,25.7,0,0.5299435028248588,1.7139874739039667,1.707317073170732,0
39.0,9.0,5.47,4.69,0.0,13.0,18.0,5.0,9.03,1.78,26.29,0,1.1419624217118998,1.621184919210054,1.3740458015267176,1
43.0,6.0,10.94,6.56,1.0,9.0,11.0,1.0,12.97,0.93,25.65,0,1.6426426426426428,1.1748188405797102,1.208791208791209,1
34.0,16.0,12.93,4.28,0.0,4.0,17.0,7.0,17.79,1.49,59.57,1,2.952054794520548,1.3653108211818878,4.146341463414634,2
27.0,19.0,10.34,5.03,7.0,1.0,12.0,4.0,14.64,0.48,65.1,1,2.0155945419103314,1.4022988505747127,10.909090909090908,2
24.0,5.0,6.22,4.45,2.0,4.0,10.0,3.0,7.66,0.13,37.15,1,1.367032967032967,1.2120253164556964,2.439024390243903,1
34.0,18.0,4.53,6.02,4.0,2.0,28.0,0.0,8.52,0.11,11.43,0,0.7401960784313727,1.8401727861771058,13.333333333333332,0
23.0,4.0,10.15,8.1,4.0,9.0,12.0,0.0,12.56,0.48,25.45,0,1.2378048780487807,1.2253658536585366,1.3186813186813187,1
31.0,9.0,4.47,6.89,4.0,7.0,20.0,3.0,8.47,0.08,30.51,0,0.6394849785407726,1.8533916849015322,2.8169014084507045,0
32.0,8.0,10.13,5.11,1.0,9.0,26.0,8.0,14.33,1.7,51.33,1,1.9443378119001922,1.4007820136852394,2.857142857142857,1
21.0,12.0,6.26,4.2,1.0,1.0,2.0,9.0,7.87,0.98,29.79,0,1.455813953488372,1.237421383647799,1.8181818181818181,1
38.0,18.0,13.05,6.77,1.0,13.0,5.0,9.0,16.7,1.62,72.1,2,1.899563318777293,1.2699619771863118,0.3816793893129771,1
38.0,5.0,8.75,4.66,5.0,3.0,26.0,5.0,13.2,1.88,35.41,1,1.8382352941176472,1.4915254237288136,8.387096774193548,1
23.0,3.0,6.24,5.71,6.0,11.0,22.0,0.0,8.53,1.99,58.83,1,1.0740103270223753,1.3454258675078863,1.981981981981982,1
23.0,2.0,12.53,6.55,2.0,19.0,2.0,7.0,13.85,1.87,95.41,2,1.8842105263157896,1.0965954077593032,0.10471204188481674,1
30.0,2.0,6.54,8.52,5.0,13.0,24.0,8.0,7.65,1.43,32.99,0,0.7587006960556846,1.1521084337349399,1.83206106870229,0
24.0,3.0,7.07,4.41,7.0,15.0,25.0,1.0,8.51,0.88,44.59,1,1.567627494456763,1.1868898186889818,1.6556291390728477,1
39.0,4.0,12.34,7.34,5.0,4.0,0.0,5.0,13.36,1.2,60.15,1,1.6586021505376345,1.0739549839228295,0.0,1
30.0,7.0,7.09,4.07,5.0,15.0,13.0,6.0,9.4,1.63,70.7,2,1.7002398081534773,1.3073713490959669,0.8609271523178809,1
29.0,15.0,8.1,7.15,7.0,3.0,22.0,0.0,10.3,1.8,16.54,1,1.1172413793103448,1.25609756097561,7.096774193548387,1
27.0,2.0,7.48,6.76,0.0,2.0,19.0,4.0,12.02,1.91,33.7,0,1.0903790087463558,1.5857519788918204,9.047619047619047,1
25.0,11.0,5.16,8.06,3.0,0.0,6.0,4.0,8.76,1.46,0.0,0,0.6323529411764706,1.6653992395437263,60.0,0
25.0,7.0,4.39,6.66,7.0,3.0,24.0,2.0,9.36,1.08,25.2,0,0.6494082840236686,2.0846325167037865,7.741935483870967,0
27.0,12.0,11.25,5.76,6.0,8.0,8.0,1.0,15.85,1.94,62.64,1,1.9197952218430037,1.39647577092511,0.9876543209876544,1
42.0,3.0,10.45,5.21,0.0,0.0,0.0,0.0,12.46,1.92,53.795,1,1.9679849340866291,1.1810426540284362,0.0,1
34.0,13.0,6.82,4.43,7.0,15.0,9.0,5.0,10.9,0.96,95.04,2,1.5055187637969099,1.5751445086705202,0.5960264900662252,1
33.0,13.0,6.96,6.67,1.0,2.0,12.0,6.0,11.71,1.3,32.56,0,1.0280649926144756,1.6586402266288953,5.714285714285714,1
30.0,12.0,13.45,8.44,7.0,5.0,11.0,1.0,18.08,1.62,52.75,1,1.5749414519906324,1.3343173431734316,2.1568627450980395,1
31.0,5.0,13.88,6.57,2.0,12.0,3.0,1.0,18.42,0.87,73.34,2,2.08095952023988,1.3175965665236051,0.24793388429752067,2
32.0,16.0,8.73,7.7,7.0,16.0,6.0,4.0,12.88,1.66,68.7,1,1.1192307692307693,1.4586636466591167,0.37267080745341613,1
27.0,3.0,12.02,5.49,5.0,14.0,9.0,5.0,14.19,0.22,68.44,1,2.150268336314848,1.1707920792079207,0.6382978723404256,2
37.0,7.0,11.37,6.24,0.0,11.0,21.0,2.0,12.7,0.96,40.11,1,1.7933753943217665,1.107236268526591,1.8918918918918919,1
44.0,16.0,6.97,5.62,6.0,7.0,24.0,2.0,9.92,0.97,49.27,1,1.2185314685314685,1.4031117397454032,3.3802816901408455,1
20.0,2.0,4.59,4.55,4.0,15.0,28.0,0.0,5.81,1.37,49.57,1,0.9870967741935485,1.2388059701492538,1.8543046357615895,0
34.0,16.0,5.43,6.08,6.0,2.0,6.0,5.0,10.42,0.23,38.55,1,0.8786407766990291,1.8842676311030744,2.857142857142857,0
27.0,8.0,12.38,7.82,5.0,3.0,14.0,8.0,14.81,1.02,67.44,1,1.5631313131313131,1.1866987179487178,4.516129032258064,1
30.0,1.0,11.31,5.97,6.0,6.0,18.0,1.0,16.14,1.8,53.94,1,1.8632619439868208,1.4145486415425066,2.9508196721311477,1
31.0,12.0,10.64,7.25,0.0,14.0,6.0,0.0,14.73,0.61,44.57,1,1.4476190476190478,1.3715083798882681,0.425531914893617,1
31.0,19.0,5.31,7.79,4.0,10.0,25.0,8.0,7.96,0.65,62.53,1,0.6730038022813688,1.4713493530499078,2.4752475247524752,0
23.0,1.0,10.4,5.61,7.0,15.0,13.0,4.0,11.87,1.55,73.93,2,1.821366024518389,1.1304761904761904,0.8609271523178809,1
35.0,19.0,11.72,7.99,0.0,13.0,20.0,7.0,13.67,0.83,61.67,1,1.4487021013597035,1.1565143824027073,1.5267175572519085,1
23.0,10.0,12.61,5.69,7.0,12.0,13.0,3.0,16.3,1.67,77.34,2,2.1778929188255614,1.2824547600314715,1.0743801652892562,2
24.0,14.0,4.13,5.28,0.0,8.0,17.0,7.0,8.45,0.8,28.62,0,0.7676579925650557,1.9976359338061467,2.0987654320987654,0
43.0,10.0,10.84,5.11,7.0,17.0,9.0,4.0,15.76,1.02,85.44,2,2.0806142034548945,1.440585009140768,0.5263157894736842,2
24.0,2.0,4.19,5.0,5.0,2.0,2.0,5.0,5.72,1.05,33.72,0,0.8215686274509805,1.3333333333333333,0.9523809523809523,0
27.0,2.0,11.07,7.69,7.0,19.0,5.0,5.0,12.69,1.87,83.51,2,1.4210526315789473,1.136078782452999,0.2617801047120419,1
29.0,11.0,10.36,8.44,0.0,4.0,28.0,5.0,11.53,0.65,31.87,0,1.2131147540983607,1.1022944550669216,6.829268292682928,1
36.0,4.0,5.48,5.15,1.0,1.0,21.0,1.0,7.52,0.73,3.61,0,1.043809523809524,1.3476702508960572,19.09090909090909,1
28.0,19.0,11.66,4.43,6.0,16.0,22.0,9.0,15.94,1.94,96.52,2,2.5739514348785875,1.3554421768707483,1.3664596273291925,2
41.0,6.0,4.68,5.57,4.0,15.0,21.0,9.0,6.47,1.48,39.27,1,0.8253968253968254,1.3535564853556488,1.390728476821192,0
38.0,6.0,12.26,7.29,7.0,19.0,8.0,8.0,15.45,1.55,100.0,2,1.658998646820027,1.25,0.41884816753926696,1
33.0,12.0,6.62,5.84,2.0,12.0,13.0,6.0,9.41,0.59,58.96,1,1.1144781144781146,1.400297619047619,1.0743801652892562,1
27.0,8.0,10.89,6.75,3.0,19.0,20.0,2.0,13.19,1.06,87.73,2,1.5897810218978103,1.200181983621474,1.0471204188481675,1
28.0,12.0,13.24,7.72,6.0,10.0,20.0,1.0,16.71,0.63,70.98,2,1.6930946291560103,1.252623688155922,1.9801980198019802,1
41.0,11.0,7.4,6.04,5.0,7.0,23.0,3.0,10.41,0.52,28.18,0,1.205211726384365,1.3880000000000001,3.23943661971831,1
30.0,12.0,9.03,9.0,4.0,4.0,7.0,7.0,11.37,1.07,42.32,1,0.9923076923076922,1.2453450164293538,1.707317073170732,0
42.0,9.0,8.63,5.49,1.0,1.0,0.0,8.0,12.39,1.98,41.13,1,1.5438282647584975,1.4192439862542956,0.0,1
20.0,0.0,5.58,8.89,4.0,3.0,2.0,9.0,7.7,0.43,38.61,1,0.6206896551724138,1.3556338028169015,0.6451612903225806,0
33.0,7.0,9.9,5.02,2.0,2.0,28.0,1.0,13.47,0.49,55.95,1,1.9335937500000004,1.347,13.333333333333332,1
24.0,15.0,11.43,6.46,5.0,1.0,21.0,5.0,16.26,0.49,51.15,1,1.7423780487804879,1.4102341717259326,19.09090909090909,1
40.0,12.0,13.17,7.75,4.0,2.0,5.0,7.0,17.09,1.58,65.62,1,1.6777070063694268,1.2878673700075358,2.380952380952381,1
33.0,2.0,12.51,7.51,6.0,15.0,0.0,2.0,15.18,1.02,73.73,2,1.6438896189224705,1.2038065027755749,0.0,1
23.0,2.0,9.1,8.06,1.0,19.0,17.0,8.0,13.09,0.77,99.1,2,1.1151960784313726,1.422826086956522,0.8900523560209423,1
41.0,4.0,11.19,5.72,5.0,8.0,9.0,3.0,15.43,1.69,68.44,1,1.922680412371134,1.3666961913197522,1.1111111111111112,1
42.0,10.0,12.01,8.65,1.0,5.0,22.0,4.0,14.31,0.59,43.87,1,1.3725714285714286,1.1816680429397193,4.313725490196079,1
44.0,6.0,8.99,4.6,5.0,14.0,16.0,6.0,12.75,0.78,91.94,2,1.9127659574468088,1.4026402640264026,1.1347517730496455,1
20.0,9.0,8.99,4.15,3.0,4.0,25.0,4.0,7.89,0.15,31.94,0,2.1152941176470588,0.8679867986798679,6.097560975609756,2
41.0,9.0,8.38,5.5,2.0,8.0,20.0,3.0,12.65,0.24,54.5,1,1.4964285714285717,1.491745283018868,2.469135802469136,1
42.0,19.0,12.42,7.99,3.0,5.0,0.0,3.0,14.6,0.27,49.93,1,1.5352286773794808,1.1661341853035143,0.0,1
38.0,1.0,9.97,7.36,6.0,2.0,21.0,4.0,14.72,0.69,45.71,1,1.336461126005362,1.461767626613704,10.0,1
27.0,2.0,11.24,6.18,6.0,12.0,22.0,2.0,14.54,1.05,80.96,2,1.7898089171974525,1.2821869488536155,1.8181818181818183,1
34.0,7.0,8.99,5.28,6.0,14.0,7.0,8.0,8.26,0.0,68.46,1,1.671003717472119,0.9086908690869087,0.49645390070921985,1
40.0,10.0,13.64,4.3,0.0,10.0,28.0,1.0,16.32,0.38,41.75,1,3.1000000000000005,1.1877729257641922,2.7722772277227725,3
34.0,12.0,8.04,5.69,6.0,9.0,11.0,6.0,10.43,0.35,68.13,1,1.3886010362694299,1.2813267813267815,1.208791208791209,1
28.0,6.0,10.54,6.3,1.0,14.0,18.0,3.0,12.12,0.51,78.78,2,1.646875,1.1390977443609023,1.2765957446808511,1
40.0,12.0,4.19,7.44,3.0,5.0,13.0,7.0,5.46,0.33,42.39,1,0.5557029177718833,1.2727272727272727,2.5490196078431375,0
28.0,1.0,5.27,7.23,1.0,13.0,29.0,6.0,7.56,0.39,34.32,0,0.718963165075034,1.4078212290502794,2.213740458015267,0
29.0,5.0,11.82,8.74,5.0,10.0,18.0,7.0,14.65,1.97,49.35,1,1.3371040723981902,1.229026845637584,1.7821782178217822,1
39.0,8.0,13.68,4.5,7.0,19.0,14.0,3.0,16.13,1.19,100.0,2,2.973913043478261,1.1705370101596517,0.7329842931937173,2
44.0,19.0,7.2,5.68,1.0,9.0,16.0,1.0,8.26,1.53,38.29,1,1.2456747404844293,1.1315068493150684,1.7582417582417582,1
40.0,1.0,4.37,6.41,0.0,15.0,27.0,6.0,7.69,1.64,33.82,0,0.6712749615975423,1.7203579418344521,1.7880794701986755,0
28.0,17.0,7.61,7.35,1.0,11.0,15.0,8.0,9.19,1.34,30.05,0,1.0214765100671142,1.191958495460441,1.3513513513513513,1
22.0,15.0,4.17,6.48,5.0,6.0,18.0,5.0,6.01,1.41,30.55,0,0.6337386018237082,1.4074941451990632,2.9508196721311477,0
39.0,11.0,5.92,8.56,4.0,6.0,4.0,6.0,7.4,1.26,43.38,1,0.6836027713625866,1.2292358803986712,0.6557377049180328,0
44.0,6.0,11.52,7.04,5.0,17.0,21.0,5.0,14.6,1.3,97.77,2,1.6134453781512605,1.2564543889845095,1.2280701754385963,1
30.0,6.0,13.37,4.2,3.0,14.0,18.0,1.0,14.75,1.86,57.13,1,3.109302325581395,1.0950259836674092,1.2765957446808511,3
25.0,16.0,4.87,4.57,6.0,5.0,3.0,8.0,6.9,0.37,61.67,1,1.0428265524625269,1.3883299798792759,0.5882352941176471,1
21.0,12.0,9.58,7.77,2.0,18.0,4.0,4.0,12.39,0.55,67.93,1,1.2172808132147397,1.2799586776859506,0.22099447513812154,1
26.0,10.0,6.54,7.58,4.0,7.0,4.0,2.0,8.21,0.19,22.83,0,0.8515625,1.2364457831325304,0.5633802816901409,0
37.0,5.0,5.39,4.77,7.0,19.0,24.0,3.0,8.17,1.67,44.04,1,1.106776180698152,1.4881602914389802,1.256544502617801,1
21.0,13.0,6.19,4.29,3.0,14.0,23.0,3.0,8.56,0.9,33.74,0,1.4100227790432804,1.3608903020667726,1.6312056737588654,1
